Subject	ActivitiesLabel	tBodyAcc.mean...X	tBodyAcc.mean...Y	tBodyAcc.mean...Z	tGravityAcc.mean...X	tGravityAcc.mean...Y	tGravityAcc.mean...Z	tBodyAccJerk.mean...X	tBodyAccJerk.mean...Y	tBodyAccJerk.mean...Z	tBodyGyro.mean...X	tBodyGyro.mean...Y	tBodyGyro.mean...Z	tBodyGyroJerk.mean...X	tBodyGyroJerk.mean...Y	tBodyGyroJerk.mean...Z	tBodyAccMag.mean..	tGravityAccMag.mean..	tBodyAccJerkMag.mean..	tBodyGyroMag.mean..	tBodyGyroJerkMag.mean..	fBodyAcc.mean...X	fBodyAcc.mean...Y	fBodyAcc.mean...Z	fBodyAcc.meanFreq...X	fBodyAcc.meanFreq...Y	fBodyAcc.meanFreq...Z	fBodyAccJerk.mean...X	fBodyAccJerk.mean...Y	fBodyAccJerk.mean...Z	fBodyAccJerk.meanFreq...X	fBodyAccJerk.meanFreq...Y	fBodyAccJerk.meanFreq...Z	fBodyGyro.mean...X	fBodyGyro.mean...Y	fBodyGyro.mean...Z	fBodyGyro.meanFreq...X	fBodyGyro.meanFreq...Y	fBodyGyro.meanFreq...Z	fBodyAccMag.mean..	fBodyAccMag.meanFreq..	fBodyBodyAccJerkMag.mean..	fBodyBodyAccJerkMag.meanFreq..	fBodyBodyGyroMag.mean..	fBodyBodyGyroMag.meanFreq..	fBodyBodyGyroJerkMag.mean..	fBodyBodyGyroJerkMag.meanFreq..	tBodyAcc.std...X	tBodyAcc.std...Y	tBodyAcc.std...Z	tGravityAcc.std...X	tGravityAcc.std...Y	tGravityAcc.std...Z	tBodyAccJerk.std...X	tBodyAccJerk.std...Y	tBodyAccJerk.std...Z	tBodyGyro.std...X	tBodyGyro.std...Y	tBodyGyro.std...Z	tBodyGyroJerk.std...X	tBodyGyroJerk.std...Y	tBodyGyroJerk.std...Z	tBodyAccMag.std..	tGravityAccMag.std..	tBodyAccJerkMag.std..	tBodyGyroMag.std..	tBodyGyroJerkMag.std..	fBodyAcc.std...X	fBodyAcc.std...Y	fBodyAcc.std...Z	fBodyAccJerk.std...X	fBodyAccJerk.std...Y	fBodyAccJerk.std...Z	fBodyGyro.std...X	fBodyGyro.std...Y	fBodyGyro.std...Z	fBodyAccMag.std..	fBodyBodyAccJerkMag.std..	fBodyBodyGyroMag.std..	fBodyBodyGyroJerkMag.std..
2	5	0.277911472	-0.018420827	-0.105908536	0.896928567	-0.370062697	0.129747161	0.07475886	0.010329177	-0.008371588	-0.023862388	-0.082039658	0.08783517	-0.105562158	-0.042241954	-0.054653948	-0.965875181	-0.965875181	-0.980489077	-0.963466342	-0.983951904	-0.98394674	-0.959871697	-0.962471196	0.108519183	0.062337807	0.1044625	-0.980973242	-0.970851338	-0.979775152	0.331449281	-0.056936829	0.039649818	-0.967037112	-0.972576153	-0.960627696	-0.107416045	-0.17116037	0.000226811	-0.964052166	0.119649964	-0.977065296	0.304871865	-0.961775905	-0.066126605	-0.977849827	0.160662824	-0.987271889	-0.957304989	-0.949741851	-0.986685819	-0.97419442	-0.945927079	-0.981085716	-0.97105944	-0.982841446	-0.97299863	-0.971441996	-0.964856702	-0.979324001	-0.983447259	-0.973610118	-0.957874965	-0.957874965	-0.97667528	-0.95394338	-0.977204428	-0.98905647	-0.957908842	-0.946433584	-0.983007924	-0.973520241	-0.984599905	-0.974988125	-0.97103605	-0.969754296	-0.960519381	-0.97516046	-0.956788726	-0.977754298
2	6	0.281373404	-0.01815874	-0.10724561	-0.509754238	0.752536639	0.64683488	0.082597251	0.012254788	-0.001802649	-0.018476607	-0.111800825	0.144882846	-0.101974134	-0.035859018	-0.070178302	-0.977435485	-0.977435485	-0.987741696	-0.95001157	-0.991767074	-0.97672506	-0.979800878	-0.984380982	-0.146482793	0.257289466	0.402532553	-0.985813631	-0.98276825	-0.986197135	0.159808329	0.121206424	0.190558218	-0.986431143	-0.983321635	-0.962671888	0.102611319	0.042280668	0.055298599	-0.975110196	0.266298213	-0.985374115	0.341758575	-0.972112973	0.018564472	-0.990248702	0.264801505	-0.974059465	-0.980277399	-0.984233297	-0.959014441	-0.988211865	-0.984230418	-0.985872169	-0.983172541	-0.988442014	-0.988275233	-0.982291609	-0.96030656	-0.993235849	-0.989567538	-0.988035821	-0.972873913	-0.972873913	-0.985518076	-0.961164054	-0.989718095	-0.973246482	-0.981025106	-0.984792185	-0.987250256	-0.984987393	-0.989345369	-0.988860686	-0.981910616	-0.963174222	-0.975121388	-0.984568489	-0.961098379	-0.98949266
3	1	0.275567462	-0.017176784	-0.11267486	0.936506743	-0.261986358	-0.138107866	0.081474588	0.010059149	-0.005622646	-0.025640519	-0.077915094	0.081348594	-0.095239817	-0.038787465	-0.05036161	-0.254690333	-0.254690333	-0.280009317	-0.466411754	-0.566135218	-0.316614012	-0.081302435	-0.412374074	-0.246614197	0.171743003	0.074853656	-0.304694443	-0.14050859	-0.514137255	-0.216042668	-0.258667985	-0.346946648	-0.437845764	-0.561526265	-0.418126217	0.03375969	-0.037989651	-0.044507974	-0.290031535	0.113494313	-0.186764517	-0.117163983	-0.569755772	0.180946463	-0.607751646	0.045762296	-0.360356726	-0.069914065	-0.387411994	-0.977771591	-0.962355639	-0.952091795	-0.268679644	-0.044961959	-0.529486116	-0.57186956	-0.56379326	-0.476696412	-0.385922986	-0.639087984	-0.53666408	-0.328428937	-0.328428937	-0.139916355	-0.561510683	-0.567371561	-0.379276781	-0.124030832	-0.422998474	-0.296596633	-0.005614988	-0.543529108	-0.61512137	-0.568888673	-0.545896388	-0.456373081	-0.08985199	-0.632643293	-0.549087008
3	2	0.260819873	-0.032410941	-0.110064863	0.883533436	-0.382851154	-0.162943955	0.042688099	0.039724927	0.020820554	0.072198031	-0.139275406	0.02156037	-0.115510569	-0.040037251	-0.049818087	-0.184014895	-0.184014895	-0.436901159	-0.347321812	-0.658861401	-0.392004211	-0.078809416	-0.504494528	-0.461249741	-0.100019162	-0.278895911	-0.478434306	-0.283772547	-0.677314534	-0.325151127	-0.45378982	-0.442664136	-0.378216682	-0.637293508	-0.431503362	-0.145536204	-0.339321488	-0.102013834	-0.315866079	0.023821875	-0.412920898	0.090494409	-0.514211584	-0.177730591	-0.716877779	0.075384358	-0.313123438	0.011628081	-0.369754604	-0.944040819	-0.909825954	-0.909469675	-0.458364617	-0.251680365	-0.708551712	-0.456039263	-0.582742846	-0.492327305	-0.507270758	-0.775774143	-0.573433948	-0.333597433	-0.333597433	-0.439020592	-0.408886653	-0.71802804	-0.285333024	-0.008039875	-0.350797226	-0.48644651	-0.268191524	-0.738705864	-0.484820991	-0.556045947	-0.56109765	-0.447994369	-0.480609202	-0.445181802	-0.740033436
3	3	0.292423485	-0.019355408	-0.116139843	0.939057788	-0.228829214	-0.102352758	0.072568929	0.010970777	-0.00202728	-0.131573276	-0.013935804	0.123826738	-0.077870165	-0.039156793	-0.041619313	-0.062812612	-0.062812612	-0.205239247	-0.215294501	-0.508567577	-0.042170694	-0.007700483	-0.404452414	-0.325863695	0.052906524	-0.056600304	-0.090670713	-0.135938543	-0.529059451	-0.229599433	-0.356023307	-0.274421716	-0.129066574	-0.542694164	-0.302866461	-0.159888621	-0.109972458	0.091007284	0.02894132	0.043961669	-0.049477977	0.043496784	-0.332376629	-0.051669955	-0.576277199	0.065444436	-0.057410048	-0.033150372	-0.362240245	-0.95006113	-0.946094638	-0.899943948	-0.085801004	-0.111439195	-0.571735243	-0.261653414	-0.546740388	-0.442307768	-0.285683162	-0.680947338	-0.374605412	-0.041134008	-0.041134008	-0.092632449	-0.245794699	-0.583919211	-0.065441719	-0.109722354	-0.389723034	-0.165442899	-0.14772824	-0.613525074	-0.308630331	-0.55309454	-0.548164313	-0.233849422	-0.159102288	-0.322440827	-0.624910821
3	4	0.257197599	-0.003502998	-0.09835792	0.901098985	0.127303379	0.139020582	0.072609842	0.002725291	-0.004233484	-0.03853652	-0.075241003	0.094011398	-0.103605889	-0.036090988	-0.059007997	-0.89538335	-0.89538335	-0.969080753	-0.919354372	-0.977998052	-0.970154441	-0.891907751	-0.917987925	0.031298937	-0.006616306	0.047861959	-0.974950363	-0.954170151	-0.970845669	0.215731833	-0.095914873	-0.043747343	-0.957550638	-0.95617355	-0.934967959	0.052084449	-0.166042259	-0.038746742	-0.904185726	0.028160079	-0.965888892	0.28679577	-0.946664944	-0.115525765	-0.977898106	0.087190234	-0.971010121	-0.856617812	-0.875110175	-0.957324458	-0.903923008	-0.897736318	-0.97446739	-0.953631391	-0.974661566	-0.965434768	-0.944854571	-0.92641371	-0.972546906	-0.978635909	-0.973751671	-0.8703017	-0.8703017	-0.966550084	-0.925518104	-0.976772676	-0.971605878	-0.849655658	-0.864322464	-0.976283535	-0.956461757	-0.977159573	-0.968013063	-0.939609988	-0.930633151	-0.874626592	-0.966568853	-0.925449629	-0.976689803
3	5	0.280046513	-0.014337656	-0.101621723	0.935030779	-0.30173513	0.024763107	0.075090062	0.007716636	-0.008071779	-0.024662607	-0.058510192	0.066526205	-0.099460262	-0.047241582	-0.041683216	-0.925430819	-0.925430819	-0.95930384	-0.892089349	-0.96233934	-0.96012341	-0.908075354	-0.939507735	-0.087024832	-0.12818013	0.007718979	-0.957666857	-0.943497974	-0.969174903	0.07495644	-0.25816481	-0.112367642	-0.901282268	-0.937711157	-0.916172538	-0.297107442	-0.316011207	-0.229120091	-0.926968932	-0.000332754	-0.948627468	0.129816298	-0.913682363	-0.309822161	-0.960331718	-0.020630782	-0.966742543	-0.893449307	-0.911419015	-0.982020428	-0.957425322	-0.928161577	-0.957086489	-0.941686786	-0.973059635	-0.900462228	-0.927788618	-0.912364081	-0.940937642	-0.968433748	-0.958293012	-0.915143304	-0.915143304	-0.948770043	-0.882125221	-0.957679767	-0.969931287	-0.892434349	-0.904801255	-0.960570922	-0.943948547	-0.97559595	-0.901985672	-0.923125941	-0.919743846	-0.921836077	-0.948206814	-0.883439718	-0.95712151
3	6	0.275516853	-0.018955679	-0.101300478	-0.241758478	0.8370321	0.488703185	0.076981113	0.013804101	-0.004356259	-0.020817054	-0.071850716	0.137999561	-0.100044499	-0.038977177	-0.06873387	-0.972791346	-0.972791346	-0.979484593	-0.951564751	-0.986713625	-0.980665609	-0.961169983	-0.968332142	-0.073952644	0.238470751	0.216971672	-0.980513202	-0.968752114	-0.979122344	0.175978554	-0.013177496	0.044819691	-0.970167263	-0.978099682	-0.962341961	-0.082216645	-0.026682011	0.147686456	-0.965524275	0.236990128	-0.975949598	0.238611134	-0.964586725	-0.022929611	-0.984278251	0.110697704	-0.982776639	-0.962057545	-0.963691035	-0.982512193	-0.98120275	-0.964807544	-0.980879315	-0.968710725	-0.982093163	-0.974545752	-0.977272654	-0.963505609	-0.980328645	-0.986762742	-0.98333828	-0.964218176	-0.964218176	-0.976121298	-0.954275111	-0.983139256	-0.983691129	-0.964094604	-0.96327908	-0.983122616	-0.971044013	-0.983711905	-0.975986434	-0.977032495	-0.967256854	-0.968350217	-0.975305378	-0.955441856	-0.982568158
4	1	0.278582015	-0.014839948	-0.111403065	0.963999697	-0.085854027	0.127764113	0.078352908	0.002956024	-0.000767679	-0.031798256	-0.072690528	0.080567716	-0.115321556	-0.039347449	-0.055116685	-0.312050574	-0.312050574	-0.36670088	-0.497792201	-0.681304037	-0.42671945	-0.149399633	-0.631005471	-0.138591637	0.012347734	-0.078789264	-0.358883414	-0.279553392	-0.728991596	-0.135280395	-0.385880863	-0.325737504	-0.373384541	-0.688460057	-0.601381129	-0.127154086	-0.274665638	0.149851535	-0.450804558	0.38209641	-0.318587811	0.111486485	-0.609285588	0.069730125	-0.724327421	0.265355374	-0.440829971	-0.078826737	-0.586252807	-0.983826495	-0.967963221	-0.962968112	-0.297042613	-0.221165132	-0.751391383	-0.500916659	-0.665394093	-0.662608226	-0.492341067	-0.807419937	-0.640454133	-0.527679103	-0.527679103	-0.316918956	-0.553116111	-0.730146369	-0.44723493	-0.101799451	-0.594198326	-0.297326072	-0.209900006	-0.772359087	-0.542646759	-0.65465777	-0.716458475	-0.651172628	-0.320458701	-0.593937201	-0.757768081
4	2	0.270876697	-0.03198043	-0.114219456	0.946264314	-0.232944305	0.084167538	0.056097191	0.023401899	0.003402808	0.03938252	-0.085947168	0.084375384	-0.131472071	-0.039050883	-0.072249626	-0.153703935	-0.153703935	-0.400922255	-0.299779408	-0.686978374	-0.29448827	-0.117109161	-0.524655723	-0.48681175	-0.066234848	-0.230536707	-0.418304647	-0.297805187	-0.690106934	-0.379653611	-0.392701926	-0.319649297	-0.371068993	-0.684310202	-0.350765737	-0.206073104	-0.491527601	-0.130134208	-0.276825498	-0.108017172	-0.397406285	0.049746274	-0.575794072	-0.150274479	-0.740749226	0.179517012	-0.204933043	-0.066689911	-0.372137778	-0.958495236	-0.923376019	-0.919619453	-0.380488027	-0.281543175	-0.726495312	-0.454431043	-0.551185569	-0.360811048	-0.533666804	-0.840722753	-0.556236585	-0.2120123	-0.2120123	-0.437261478	-0.510974134	-0.755270458	-0.173217219	-0.101434446	-0.345109818	-0.396762585	-0.314525031	-0.762772175	-0.483548693	-0.489824279	-0.424533512	-0.301005898	-0.497324087	-0.552489629	-0.794209483
4	3	0.27996533	-0.009802009	-0.106777525	0.947731859	-0.062085277	0.148714809	0.097186275	0.005637802	-0.007291378	-0.102838823	-0.070402595	0.059263949	-0.092128273	-0.034843491	-0.049283644	-0.049161673	-0.049161673	-0.228851414	-0.346606293	-0.592843015	-0.072239228	-0.129606639	-0.494683452	-0.342285696	0.213581745	0.047837567	-0.161632908	-0.172941629	-0.583917371	-0.179115176	-0.181293185	-0.169702261	-0.240298893	-0.71754584	-0.318306481	-0.127145377	-0.185485631	0.377074097	-0.019074335	0.101078171	-0.175295287	0.092623694	-0.42921337	0.060029205	-0.621752456	0.144436926	0.01119355	-0.218598325	-0.479185977	-0.955258881	-0.932066041	-0.937753794	-0.145759709	-0.146242295	-0.626646987	-0.370244695	-0.699453537	-0.4984808	-0.395995494	-0.81685824	-0.325780074	-0.081955904	-0.081955904	-0.216858922	-0.380572625	-0.637079544	0.039009826	-0.322531318	-0.512694303	-0.208250062	-0.177202094	-0.668867334	-0.414919001	-0.691518367	-0.621658471	-0.26364403	-0.280426777	-0.457674088	-0.685470932
